articular
-447.000,-102.000,377.250,180.00,0.00,0.00,80,0.000
-446.974,-97.247,377.500,180.00,0.00,0.00,80,0.000
-447.401,-92.490,377.750,180.00,0.00,0.00,80,0.000
-448.282,-87.771,378.000,180.00,0.00,0.00,80,0.000
-449.612,-83.134,378.250,180.00,0.00,0.00,80,0.000
-451.386,-78.622,378.500,180.00,0.00,0.00,80,0.000
-453.589,-74.277,378.750,180.00,0.00,0.00,80,0.000
-456.208,-70.141,379.000,180.00,0.00,0.00,80,0.000
-459.221,-66.253,379.250,180.00,0.00,0.00,80,0.000
-462.606,-62.651,379.500,180.00,0.00,0.00,80,0.000
-466.335,-59.371,379.750,180.00,0.00,0.00,80,0.000
-470.378,-56.445,380.000,180.00,0.00,0.00,80,0.000
-474.700,-53.903,380.250,180.00,0.00,0.00,80,0.000
-479.266,-51.773,380.500,180.00,0.00,0.00,80,0.000
-484.035,-50.077,380.750,180.00,0.00,0.00,80,0.000
-488.966,-48.835,381.000,180.00,0.00,0.00,80,0.000
-494.017,-48.062,381.250,180.00,0.00,0.00,80,0.000
-499.141,-47.771,381.500,180.00,0.00,0.00,80,0.000
-504.294,-47.968,381.750,180.00,0.00,0.00,80,0.000
-509.429,-48.655,382.000,180.00,0.00,0.00,80,0.000
-514.499,-49.831,382.250,180.00,0.00,0.00,80,0.000
-519.456,-51.491,382.500,180.00,0.00,0.00,80,0.000
-524.256,-53.622,382.750,180.00,0.00,0.00,80,0.000
-528.853,-56.211,383.000,180.00,0.00,0.00,80,0.000
-533.203,-59.237,383.250,180.00,0.00,0.00,80,0.000
-537.265,-62.677,383.500,180.00,0.00,0.00,80,0.000
-541.000,-66.504,383.750,180.00,0.00,0.00,80,0.000
-544.369,-70.686,384.000,180.00,0.00,0.00,80,0.000
-547.340,-75.188,384.250,180.00,0.00,0.00,80,0.000
-549.882,-79.973,384.500,180.00,0.00,0.00,80,0.000
-551.969,-84.999,384.750,180.00,0.00,0.00,80,0.000
-553.576,-90.223,385.000,180.00,0.00,0.00,80,0.000
-554.686,-95.599,385.250,180.00,0.00,0.00,80,0.000
-555.284,-101.080,385.500,180.00,0.00,0.00,80,0.000
-555.360,-106.616,385.750,180.00,0.00,0.00,80,0.000
-554.910,-112.159,386.000,180.00,0.00,0.00,80,0.000
-553.932,-117.657,386.250,180.00,0.00,0.00,80,0.000
-552.430,-123.060,386.500,180.00,0.00,0.00,80,0.000
-550.415,-128.320,386.750,180.00,0.00,0.00,80,0.000
-547.901,-133.386,387.000,180.00,0.00,0.00,80,0.000
-544.904,-138.211,387.250,180.00,0.00,0.00,80,0.000
-541.450,-142.749,387.500,180.00,0.00,0.00,80,0.000
-537.565,-146.957,387.750,180.00,0.00,0.00,80,0.000
-533.281,-150.794,388.000,180.00,0.00,0.00,80,0.000
-528.634,-154.221,388.250,180.00,0.00,0.00,80,0.000
-523.662,-157.205,388.500,180.00,0.00,0.00,80,0.000
-518.409,-159.715,388.750,180.00,0.00,0.00,80,0.000
-512.919,-161.724,389.000,180.00,0.00,0.00,80,0.000
-507.240,-163.210,389.250,180.00,0.00,0.00,80,0.000
-501.423,-164.154,389.500,180.00,0.00,0.00,80,0.000
-495.519,-164.545,389.750,180.00,0.00,0.00,80,0.000
-489.580,-164.374,390.000,180.00,0.00,0.00,80,0.000
-483.661,-163.638,390.250,180.00,0.00,0.00,80,0.000
-477.815,-162.340,390.500,180.00,0.00,0.00,80,0.000
-472.095,-160.486,390.750,180.00,0.00,0.00,80,0.000
-466.556,-158.089,391.000,180.00,0.00,0.00,80,0.000
-461.247,-155.167,391.250,180.00,0.00,0.00,80,0.000
-456.219,-151.741,391.500,180.00,0.00,0.00,80,0.000
-451.521,-147.840,391.750,180.00,0.00,0.00,80,0.000
-447.196,-143.494,392.000,180.00,0.00,0.00,80,0.000
-443.287,-138.739,392.250,180.00,0.00,0.00,80,0.000
-439.834,-133.616,392.500,180.00,0.00,0.00,80,0.000
-436.869,-128.168,392.750,180.00,0.00,0.00,80,0.000
-434.425,-122.441,393.000,180.00,0.00,0.00,80,0.000
-432.527,-116.486,393.250,180.00,0.00,0.00,80,0.000
-431.197,-110.355,393.500,180.00,0.00,0.00,80,0.000
-430.450,-104.102,393.750,180.00,0.00,0.00,80,0.000
-430.299,-97.782,394.000,180.00,0.00,0.00,80,0.000
-430.749,-91.453,394.250,180.00,0.00,0.00,80,0.000
-431.800,-85.172,394.500,180.00,0.00,0.00,80,0.000
-433.448,-78.995,394.750,180.00,0.00,0.00,80,0.000
-435.681,-72.980,395.000,180.00,0.00,0.00,80,0.000
-438.485,-67.182,395.250,180.00,0.00,0.00,80,0.000
-441.838,-61.655,395.500,180.00,0.00,0.00,80,0.000
-445.713,-56.452,395.750,180.00,0.00,0.00,80,0.000
-450.079,-51.622,396.000,180.00,0.00,0.00,80,0.000
-454.901,-47.211,396.250,180.00,0.00,0.00,80,0.000
-460.138,-43.262,396.500,180.00,0.00,0.00,80,0.000
-465.746,-39.814,396.750,180.00,0.00,0.00,80,0.000
-471.677,-36.903,397.000,180.00,0.00,0.00,80,0.000
-477.879,-34.558,397.250,180.00,0.00,0.00,80,0.000
-484.298,-32.804,397.500,180.00,0.00,0.00,80,0.000
-490.877,-31.663,397.750,180.00,0.00,0.00,80,0.000
-497.559,-31.148,398.000,180.00,0.00,0.00,80,0.000
