cartesiano
-572.000,-177.000,302.000,90.00,45.00,0.00,15,0.000
-422.000,-177.000,302.000,90.00,45.00,0.00,15,0.000
-422.000,-27.000,302.000,90.00,45.00,0.00,15,0.000
-572.000,-27.000,302.000,90.00,45.00,0.00,15,0.000
-572.000,-177.000,302.000,90.00,45.00,0.00,15,0.000
-572.000,-177.000,452.000,90.00,45.00,0.00,15,0.000
-422.000,-177.000,452.000,90.00,45.00,0.00,15,0.000
-422.000,-177.000,302.000,90.00,45.00,0.00,15,0.000
-422.000,-177.000,452.000,90.00,45.00,0.00,15,0.000
-422.000,-27.000,452.000,90.00,45.00,0.00,15,0.000
-422.000,-27.000,302.000,90.00,45.00,0.00,15,0.000
-422.000,-27.000,452.000,90.00,45.00,0.00,15,0.000
-572.000,-27.000,452.000,90.00,45.00,0.00,15,0.000
-572.000,-27.000,302.000,90.00,45.00,0.00,15,0.000
-572.000,-27.000,452.000,90.00,45.00,0.00,15,0.000
-572.000,-177.000,452.000,90.00,45.00,0.00,15,0.000
-572.000,-177.000,302.000,90.00,45.00,0.00,15,0.000
